Time,sasa,gyrate,hbond,LJSR,CSR
28300.0,25.882,0.879291,54.0,-833.163696,-1960.63501
28400.0,25.694,0.876567,57.0,-779.977417,-1963.7052
28500.0,25.883,0.878255,58.0,-735.683899,-1882.836792
28600.0,26.032,0.879093,59.0,-708.727783,-2050.366455
28700.0,26.803,0.889121,58.0,-858.242554,-1939.780151
28800.0,26.54,0.88699,55.0,-838.315613,-1974.520508
28900.0,26.997,0.880949,53.0,-741.046631,-1877.903198
29000.0,25.692,0.881239,51.0,-758.933472,-1965.396851
29100.0,26.618,0.874765,53.0,-826.10675,-1776.456055
29200.0,27.277,0.880606,55.0,-817.623047,-1823.277344
29300.0,27.139,0.879556,55.0,-807.69519,-1922.784912
29400.0,26.471,0.886833,58.0,-916.396973,-1883.397949
29500.0,26.179,0.885872,57.0,-838.62439,-2008.350952
29600.0,26.266,0.880746,57.0,-911.207764,-1913.181396
29700.0,26.126,0.885586,54.0,-842.941772,-1958.149292
29800.0,26.607,0.882677,56.0,-858.573059,-1839.001709
29900.0,25.816,0.879795,60.0,-955.301392,-1809.195801
30000.0,25.345,0.873959,55.0,-851.997559,-1864.772705
30100.0,26.486,0.886084,62.0,-768.566223,-2001.653564
30200.0,26.661,0.880819,55.0,-921.762878,-1802.018555
30300.0,26.003,0.881321,55.0,-798.640381,-1838.607422
30400.0,26.249,0.878756,54.0,-764.396973,-1946.328735
30500.0,25.33,0.870991,48.0,-730.294861,-1737.678467
30600.0,25.622,0.872528,55.0,-763.070984,-1899.041626
30700.0,25.99,0.878615,59.0,-814.575562,-1938.901123
30800.0,26.307,0.880667,54.0,-887.363708,-1793.14624
30900.0,26.202,0.88047,54.0,-852.482422,-1832.717896
31000.0,26.609,0.877776,56.0,-720.394409,-2085.35083
31100.0,27.657,0.886033,50.0,-890.773621,-1677.128296
31200.0,25.632,0.86477,52.0,-867.487793,-1728.208984
31300.0,26.555,0.875753,54.0,-843.780884,-1770.908325
31400.0,26.178,0.878139,48.0,-828.922729,-1856.138916
31500.0,25.626,0.869742,50.0,-767.015991,-1790.194336
31600.0,25.689,0.86602,51.0,-837.361572,-1763.322388
31700.0,24.956,0.860119,48.0,-692.99353,-1688.415771
31800.0,26.389,0.880374,53.0,-821.891968,-1648.908447
31900.0,25.581,0.867323,51.0,-758.441284,-1703.202515
32000.0,25.457,0.86979,58.0,-730.637878,-1883.241089
32100.0,25.84,0.873584,54.0,-771.217407,-1818.338745
32200.0,25.92,0.881887,51.0,-786.344421,-1777.991455
32300.0,26.645,0.882584,48.0,-872.553406,-1540.807739
32400.0,26.623,0.881199,52.0,-825.108093,-1752.766113
32500.0,25.753,0.884025,54.0,-827.838623,-1780.411499
32600.0,25.642,0.874099,52.0,-756.303345,-1891.309082
32700.0,25.931,0.880473,56.0,-863.660034,-1809.559814
32800.0,25.941,0.884922,54.0,-787.958984,-1822.057861
32900.0,26.47,0.887085,51.0,-887.00354,-1655.127075
33000.0,26.171,0.878804,59.0,-838.205383,-1948.42749
33100.0,25.194,0.869559,59.0,-803.510681,-1924.145752
33200.0,26.252,0.873706,53.0,-879.818359,-1761.083496
33300.0,26.055,0.880663,56.0,-791.772217,-1850.422974
33400.0,25.676,0.87763,59.0,-837.180603,-1901.129272
33500.0,27.15,0.88823,60.0,-973.329468,-1730.406982
33600.0,25.968,0.875084,57.0,-919.624146,-1787.998413
33700.0,26.193,0.882583,54.0,-851.021179,-1879.83606
33800.0,26.166,0.884807,53.0,-843.2995,-1737.593628
33900.0,26.78,0.884613,55.0,-925.409729,-1772.498291
34000.0,26.084,0.881246,50.0,-850.058411,-1768.459961
