time,LJSR,CSR,density,nonbonding,
14438.086785,467.385713,949.99857,23.517333,800.208663,1
14438.086785,980.917153,1960.802077,43.384929,1777.383399,3
14438.086785,389.006487,650.039426,6.424391,453.736424,5
14438.086785,433.454329,741.342581,4.929276,526.014999,7
14438.086785,454.580052,754.502316,4.967807,540.81642,9
14438.086785,449.310443,797.368275,5.470501,592.985594,11
14438.086785,452.75522,853.658512,5.834908,676.691048,13
